C:\4c\Engineering\bin>PLIST 4cpcdl
Microsoft (R) PLIST Version 6.00.8168.0
Copyright (c) Microsoft Corp 1991-1998. All rights reserved.

Profile: Function timing, sorted by time
Date:    Wed Jun 07 17:09:08 2006


Program Statistics
------------------
    Command line at 2006 Jun 07 17:07: 4dl C:\4c\Projects\d-236\MassTest\MassTest.4cp win1
    Total time: 87729,071 millisecond
    Time outside of functions: 11020,905 millisecond
    Call depth: 17
    Total functions: 1322
    Total hits: 345877
    Function coverage: 39,0%
    Overhead Calculated 963
    Overhead Average 963

Module Statistics for 4cpcdl.dll
--------------------------------
    Time in module: 76708,166 millisecond
    Percent of time in module: 100,0%
    Functions in module: 1322
    Hits in module: 345877
    Module function coverage: 39,0%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
       0,000   0,0        0,000   0,0        1 CVariableNotify::_GetRawUnknown(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CCallbackBaseSubscriptionReleaseCB::CCallbackBaseSubscriptionReleaseCB(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CList<class CSubscription *,class CSubscription *>::IsEmpty(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CCallbackBaseSubscriptionNotifyCB::CCallbackBaseSubscriptionNotifyCB(void) (dlstinfo.obj)
       0,000   0,0        0,002   0,0        2 ATL::CComObjectNoLock<class ATL::CComClassFactory>::QueryInterface(struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,000   0,0        5 ATL::CComObjectRootBase::InternalFinalConstructRelease(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IFCSessions>::CComPtr<struct IFCSessions>(void) (dlstinfo.obj)
       0,000   0,0        0,007   0,0        1 ATL::CComClassFactory::CreateInstance(struct IUnknown *,struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComClassFactory::SetVoid(void *) (cedl.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComObject<class CImpDLEvents>::AddRef(void) (downld.obj)
       0,000   0,0        0,004   0,0        1 ATL::CComObject<class CImpTransferNotify>::`scalar deleting destructor'(unsigned int) (dlstat.obj)
       0,000   0,0        0,004   0,0        1 ATL::CComObject<class CImpTransferNotify>::`vector deleting destructor'(unsigned int) (dlstat.obj)
       0,000   0,0        0,002   0,0        1 ATL::CComObject<class CImpTransferNotify>::CComObject<class CImpTransferNotify>(void *) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CVariableNotify>::~CComObject<class CVariableNotify>(void) (subscription.obj)
       0,000   0,0        0,007   0,0        1 ATL::CComCreator2<class ATL::CComCreator<class ATL::CComObject<class CImpCEDL> >,class ATL::CComCreator<class ATL::CComAggObject<class CImpCEDL> > >::CreateInstance(void *,struct _GUID const &,void * *) (cedl.
obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CImpDLEvents>::`scalar deleting destructor'(unsigned int) (downld.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CImpDLEvents>::`vector deleting destructor'(unsigned int) (downld.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CVariableNotify>::`scalar deleting destructor'(unsigned int) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CArray<class CStation *,class CStation *>::RemoveAt(int,int) (dlstlist.obj)
       0,000   0,0        0,000   0,0        1 CSubscriber::~CSubscriber(void) (subscription.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComObjectNoLock<class ATL::CComClassFactory>::AddRef(void) (cedl.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComObject<class CVariableNotify>::AddRef(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CProxyIDLEvents<class CImpCEDL>::CProxyIDLEvents<class CImpCEDL>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CArray<class CStation *,class CStation *>::CArray<class CStation *,class CStation *>(void) (dlstlist.obj)
       0,000   0,0        0,001   0,0        1 CVariableNotify::_InternalQueryInterface(struct _GUID const &,void * *) (subscription.obj)
       0,000   0,0        0,000   0,0        1 ATL::IDispatchImpl<struct IDLEx,&struct _GUID const IID_IDLEx,&struct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct IDLEx,&struct _GUID const IID_IDLEx,&struct _GUID const
LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CList<class CSubscription *,class CSubscription *>::~CList<class CSubscription *,class CSubscription *>(void) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        1 CProxy_ICEMessageEvent<class CImpCEDL>::CProxy_ICEMessageEvent<class CImpCEDL>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CVariableNotify::GetUnknown(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 IConnectionPointContainer::IConnectionPointContainer(void) (downld.obj)
       0,000   0,0        0,006   0,0        1 _DllGetClassObject@12 (cedl.obj)
       0,000   0,0        0,000   0,0        2 CVariableNotify::Init(class CSubscriptionManager *) (subscription.obj)
       0,000   0,0        0,000   0,0        1 _$E372 (dllmodul.obj)
       0,000   0,0        0,000   0,0        1 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID__ICEMessageEvent,class ATL::CComDynamicUnkArray>::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID__ICEMessageEvent,class ATL::CComDy
namicUnkArray>(void) (downld.obj)
       0,000   0,0        0,001   0,0        1 ATL::IDispatchImpl<struct IDL,&struct _GUID const IID_IDL,&struct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct IDL,&struct _GUID const IID_IDL,&struct _GUID const LIBID_CE
DLLib,2,0,class ATL::CComTypeInfoHolder>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 ATL::IDispatchImpl<struct IDLProperties,&struct _GUID const IID_IDLProperties,&struct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct IDLProperties,&struct _GUID const IID_ID
LProperties,&struct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>(void) (downld.obj)
       0,000   0,0        0,001   0,0        1 CImpDLEvents::_InternalQueryInterface(struct _GUID const &,void * *) (downld.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CVariableNotify>::QueryInterface(struct _GUID const &,void * *) (subscription.obj)
       0,000   0,0        0,001   0,0        1 CProxyIDLEvents<class CImpCEDL>::~CProxyIDLEvents<class CImpCEDL>(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CImpTransferNotify::GetUnknown(void) (dlstat.obj)
       0,000   0,0        0,000   0,0        1 CImpDLEvents::GetUnknown(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CImpTransferNotify::_GetRawUnknown(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 CImpDLEvents::CImpDLEvents(void) (dlevnt.obj)
       0,000   0,0        0,000   0,0        4 ATL::CComObjectRootBase::FinalConstruct(void) (cedl.obj)
       0,000   0,0        0,001   0,0        1 CArray<class CStation *,class CStation *>::Add(class CStation *) (dlstlist.obj)
       0,000   0,0        0,002   0,0        1 ATL::CComObjectNoLock<class ATL::CComClassFactory>::CComObjectNoLock<class ATL::CComClassFactory>(void *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::IDispatchImpl<struct _FCTransferNotification,&struct _GUID const IID__FCTransferNotification,&struct _GUID const LIBID_CSC_ONLINELib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct _FCTransferNot
ification,&struct _GUID const IID__FCTransferNotification,&struct _GUID const LIBID_CSC_ONLINELib,2,0,class ATL::CComTypeInfoHolder>(void) (dlcsc.obj)
       0,000   0,0        0,001   0,0        1 CSysAttrRS::GetDefaultSQL(void) (dlrs.obj)
       0,000   0,0        0,000   0,0        1 ATL::IConnectionPointContainerImpl<class CImpCEDL>::IConnectionPointContainerImpl<class CImpCEDL>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 IDLProperties::IDLProperties(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CImpDLEvents::_GetRawUnknown(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 IDLEx::IDLEx(void) (downld.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CImpDLEvents>::QueryInterface(struct _GUID const &,void * *) (downld.obj)
       0,000   0,0        0,001   0,0        1 CVariableNotify::~CVariableNotify(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CRefObj::OnFinalRelease(void) (dlstat.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComPtr<struct IFCVariableCollection>::operator struct IFCVariableCollection *(void) (subscription.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComClassFactory::_GetEntries(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IFCSessions>::~CComPtr<struct IFCSessions>(void) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        2 CImpDLEvents::_GetEntries(void) (downld.obj)
       0,000   0,0        0,000   0,0        2 CVariableNotify::_GetEntries(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 ATL::_ICPLocator<&struct _GUID const IID_IDLEvents>::_ICPLocator<&struct _GUID const IID_IDLEvents>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 ATL::_ICPLocator<&struct _GUID const IID__ICEMessageEvent>::_ICPLocator<&struct _GUID const IID__ICEMessageEvent>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CImpCEDL::FinalConstruct(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CStationInfo::SetStation(class CStation *) (dlstat.obj)
       0,000   0,0        0,000   0,0        1 CRefObj::~CRefObj(void) (dlstat.obj)
       0,000   0,0        0,000   0,0        1 _FCTransferNotification::_FCTransferNotification(void) (dlcsc.obj)
       0,000   0,0        0,000   0,0        1 AFX_MODULE_STATE::~AFX_MODULE_STATE(void) (mfc42.dll)
       0,000   0,0        0,000   0,0       23 ATL::CComObject<class CImpCEDL>::AddRef(void) (cedl.obj)
       0,000   0,0        0,000   0,0       23 ATL::CComObject<class CImpCEDL>::Release(void) (cedl.obj)
       0,000   0,0        0,000   0,0        6 CSubscriptionManager::OnSubscriptionReleased(class CSubscription *) (subscription.obj)
       0,000   0,0        0,000   0,0        1 _$E374 (dllmodul.obj)
       0,000   0,0        0,000   0,0        1 _AFX_DLL_MODULE_STATE::_AFX_DLL_MODULE_STATE(void) (dllmodul.obj)
       0,000   0,0        0,000   0,0        1 _AFX_DLL_MODULE_STATE::~_AFX_DLL_MODULE_STATE(void) (dllmodul.obj)
C:\4c\Engineering\bin>






